id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
7490,Kirby's Dream Land 2,GB,1995.0,Platform,Nintendo,0.69,0.14,1.48,0.05,,,,,,,2.3601001820972973
7492,Classic NES Series: Bomberman,GBA,2004.0,Action,Nintendo,0.1,0.04,0.11,0.01,,,,,,,0.26027660423225335
7493,Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.2,0.11,0.0,0.03,63.0,12.0,6.6,68.0,Rebellion,M,0.34026439270370823
7496,Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,1.38,0.8,0.0,0.1,77.0,35.0,8.7,27.0,EA Canada,E,2.280083264579097
7497,Witches & Vampires: The Secrets of Ashburry,DS,2010.0,Adventure,DTP Entertainment,0.05,0.02,0.0,0.01,,,,,,,0.0802898921794184
7499,Dynasty Warriors Gundam,PS3,2007.0,Action,Tecmo Koei,0.14,0.01,0.31,0.02,60.0,29.0,6.9,16.0,"Koei, Omega Force",T,0.4802554857329506
7518,Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.07,0.02,0.0,0.01,71.0,4.0,tbd,,Rebellion,M,0.10028654133222585
7528,Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,,,,,,,0.010300120318302986
7529,The BIGS,PS2,2007.0,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,71.0,4.0,4.8,4.0,Blue Castle Games,E,0.5002528438944746
7537,Game of Thrones (Telltale),XOne,2015.0,Adventure,Telltale Games,0.03,0.0,0.0,0.0,,,,,,,0.03029461777322269
7543,Beat Sketch!,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.0,0.08,0.0,,,,,,,0.08029537976927213
7548,Dark Arena,GBA,2002.0,Shooter,THQ,0.03,0.01,0.0,0.0,65.0,17.0,tbd,,Graphic State,T,0.04029509404751417
7551,Jewel Master: Cradle Of Rome 2,DS,2011.0,Puzzle,Rising Star Games,0.0,0.02,0.0,0.0,,,tbd,,Rising Star Games,E,0.020300596592594467
7552,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,,,,,,,3.50001553382634
7555,Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,61.0,4.0,7.8,4.0,Natsume,T,0.24027749541549387
7563,Center Ring Boxing,SAT,1994.0,Fighting,JVC,0.0,0.0,0.12,0.0,,,,,,,0.12029324763190243
7571,Trivial Pursuit unhinged,PS2,2004.0,Misc,Atari,0.09,0.07,0.0,0.02,51.0,11.0,tbd,,Artech Studios,T,0.18028324456129602
7575,Cyberia,PS,1995.0,Action,Interplay,0.05,0.03,0.0,0.01,,,,,,,0.09029036845370987
7577,Shining Blade,PSP,2012.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,,,,,,,0.20028898335716305
7580,Reload: Target Down,Wii,2010.0,Shooter,Mastiff,0.24,0.0,0.0,0.01,,,tbd,,Mastiff,T,0.2502571065825063
7583,Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.05,0.0,0.0,0.0,29.0,16.0,3.3,30.0,Red Tribe,T,0.05029126692603015
7587,Commandos 3: Destination Berlin,PC,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,72.0,24.0,7.6,83.0,Pyro Studios,T,0.020300596592594467
7599,My Farm Around the World,DS,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,,,tbd,,BIP Games,E,0.12027888708925781
7602,The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01,,,,,,,0.230282772892296
7605,Samurai Jack: The Shadow of Aku,GC,2004.0,Action,Sega,0.01,0.0,0.0,0.0,59.0,17.0,tbd,,Adrenium,T,0.010297968620415234
7610,Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,,,,,,,3.019941640333896
7611,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
7616,Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.99,0.63,0.29,0.19,84.0,60.0,9,212.0,Capcom,M,2.100104105783714
7617,Pride FC: Fighting Championships,PS2,2003.0,Fighting,THQ,0.15,0.11,0.0,0.04,73.0,19.0,8.6,7.0,Anchor,M,0.3002704425264948
7618,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,,,,,,,0.010300120318302986
7627,Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,0.51,0.5,0.91,0.31,79.0,61.0,8,139.0,Square Enix,T,2.230117358878979
7636,Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,66.0,8.0,tbd,,Sonic Powered,E,0.05029126692603015
7651,Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,72.0,35.0,7.7,27.0,4J Studios,T,0.1202846903113226
7657,Mushi Bugyou,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
7659,MXGP 2,XOne,2016.0,Racing,Milestone S.r.l.,0.03,0.02,0.0,0.01,,,,,,,0.06029324302661093
7672,The Ultimate Battle of the Sexes,Wii,2010.0,Misc,DTP Entertainment,0.01,0.0,0.0,0.0,,,tbd,,Neopica,T,0.010297968620415234
7673,Root Letter,PS4,2016.0,Adventure,PQube,0.0,0.0,0.01,0.0,69.0,13.0,7.5,11.0,Kadokawa,,0.010299111009669083
7678,English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,0.0,0.99,2.32,0.02,,,,,,,3.3302184766410363
7679,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01,41.0,7.0,3.1,7.0,Trickstar Games,T,0.11028701760651732
7684,Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,81.0,42.0,7.4,67.0,Artoon,E,2.769966498337005
7685,Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,62.0,11.0,7.7,44.0,Spike,M,0.13028063883342306
7711,The LEGO Movie Videogame,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0.0,0.11,69.0,8.0,7.2,26.0,TT Games,E10+,1.2701808244604265
7717,Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,35.0,6.0,tbd,,Starfish,E,0.04029294234962642
7725,Travel Coach: Europe 1,DS,2008.0,Misc,HMH Interactive,0.0,0.03,0.0,0.0,,,,,,,0.030301072866885947
7726,Wangan Midnight Portable,PSP,2007.0,Racing,Genki,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
7736,Mario Kart 64,N64,1996.0,Racing,Nintendo,5.55,1.94,2.23,0.15,,,,,,,9.869308405074346
7738,The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,70.0,13.0,6.1,24.0,Griptonite Games,E10+,0.9301500250378079
7741,Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,83.0,48.0,9,63.0,Nintendo,E,3.110098178995172
7745,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,,,,,,,5.009845415960315
7747,Family Fun Football,Wii,2009.0,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,,,tbd,,"Seamless Entertainment, Inc.",E,0.11028056251285408
7749,The X-Factor,Wii,2010.0,Misc,Deep Silver,0.0,0.28,0.0,0.04,,,,,,,0.32030367054339415
7751,Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,1.58,0.0,0.0,0.12,,,7.8,4.0,Activision,T,1.7000069995734641
7758,Star Wars: Jedi Power Battles,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,58.0,8.0,tbd,,HotGen,T,0.14028479490521473
7759,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,,,,,,,0.5702084482947996
7760,Salt Lake 2002,GBA,2002.0,Sports,Ubisoft,0.04,0.02,0.0,0.0,55.0,7.0,tbd,,DC Studios,E,0.06029389489820938
7761,Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,59.0,33.0,4.7,9.0,Neversoft Entertainment,T,0.2702711654015082
7766,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008.0,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,,,,,,,0.27029052301635115
7770,PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,,,,,,,1.6701468049346377
7776,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012.0,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
7786,Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.19,0.15,0.0,0.06,76.0,41.0,6.3,24.0,"Harmonix Music Systems, Demiurge Studios",T,0.40026099133888626
7788,Rozen Maiden: Duellwalzer,PS2,2006.0,Adventure,Taito,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
7794,Spyro: A Hero's Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,60.0,16.0,8,44.0,Eurocom Entertainment Software,E,0.6502393189846601
7797,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
7798,Boom Blox Bash Party,Wii,2009.0,Puzzle,Electronic Arts,0.33,0.09,0.0,0.04,86.0,48.0,8.4,37.0,EA LA,E,0.46023933235317904
7799,Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,0.04,0.03,0.36,0.01,72.0,17.0,8.6,13.0,Omega Force,T,0.44027285464097893
7800,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.0,80.0,22.0,8.1,136.0,Best Way,M,0.030298921168998197
7802,Burnout Dominator,PSP,2007.0,Racing,Electronic Arts,0.02,0.38,0.01,0.05,76.0,23.0,8.2,27.0,Criterion Games,E10+,0.4603022221095792
7812,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,,,,,,,0.07029591280361455
7814,Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,86.0,68.0,7.9,725.0,BioWare,M,2.559978164979788
7817,Crafting Mama,DS,2010.0,Simulation,505 Games,0.39,0.19,0.01,0.05,,,tbd,,Cooking Mama Limited,E,0.6402311822249791
7825,Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,71.0,13.0,6.7,6.0,Flying Tiger Development,T,0.05029557032180565
7834,Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
7839,Shanghai: True Valor,PS,1998.0,Puzzle,Activision,0.01,0.01,0.0,0.0,,,,,,,0.020298444894706717
7850,Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,,,,,,,0.010300120318302986
7859,Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,77.0,24.0,8.3,21.0,Ubisoft Shanghai,E,0.06029174320032163
7867,Franklin the Turtle,GBA,2005.0,Misc,Game Factory,0.02,0.01,0.0,0.0,,,,,,,0.030296769471110443
7875,Tony Hawk's Project 8,PS2,2006.0,Sports,Activision,0.72,0.03,0.0,0.12,69.0,17.0,7.3,19.0,Shaba Games,T,0.8701525148256177
7878,Superdimension Neptune vs Sega Hard Girls,PSV,2016.0,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,73.0,16.0,8.4,12.0,Compile Heart,T,0.030298269297399746
7879,Big Beach Sports,Wii,2008.0,Sports,THQ,0.45,1.02,0.0,0.2,44.0,17.0,8,41.0,HB Studios Multimedia,E,1.670226284056016
7889,Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,69.0,18.0,7.4,13.0,Etranges Libellules,E10+,0.5102561237382522
7891,Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,,,7.1,55.0,Airtight Games,M,0.14028792763841327
7892,Rocksmith 2014,XOne,2014.0,Misc,Ubisoft,0.29,0.08,0.0,0.04,,,,,,,0.4102455577732726
7893,Diablo III,PS3,2013.0,Role-Playing,Activision,0.72,0.75,0.15,0.29,86.0,43.0,6.4,557.0,Blizzard Entertainment,M,1.9101392470411578
7895,Dragon's Dogma Online,PS4,2015.0,Role-Playing,Capcom,0.0,0.0,0.08,0.0,,,,,,,0.08029537976927213
7901,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,65.0,20.0,7.5,4.0,Amaze Entertainment,E10+,0.1702726616691642
7906,Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,77.0,21.0,6.3,18.0,Toys for Bob,E10+,1.050216120330934
7912,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0.0,0.12,80.0,53.0,7.1,65.0,Traveller's Tales,E10+,0.7302491284841491
7917,Assassin's Creed: Unity,PC,2014.0,Action,Ubisoft,0.18,0.33,0.0,0.04,70.0,10.0,3,1463.0,"Ubisoft, Ubisoft Montreal",M,0.5502758942901186
7924,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010.0,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
7927,Puyo Puyo Tetris,PS3,2014.0,Puzzle,Sega,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
7936,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,88.0,66.0,7.5,155.0,EA Sports,E,3.5202003606478667
7937,Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,,,,,Otomate,,0.030298044940984235
7943,LEGO Soccer Mania,PS2,2002.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,61.0,8.0,tbd,,Silicon Dreams,E,0.08029204387730615
7945,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.41,0.0,0.11,73.0,32.0,7.5,25.0,Ubisoft Montreal,E,1.310161212578715
7946,Hannah Montana: Spotlight World Tour,PS2,2008.0,Action,Disney Interactive Studios,0.12,0.02,0.0,0.14,,,tbd,,Avalanche Software,E,0.2802479093767132
7949,LEGO Batman 2: DC Super Heroes,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.39,0.24,0.0,0.06,,,8,4.0,TT Games,E10+,0.6902317693355842
7950,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,89.0,59.0,7.2,301.0,Criterion Games,E10+,2.7800713243270763
7952,Kensei: Sacred Fist,PS,1997.0,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,,,,,,,0.020298444894706717
7958,Winter Sports 3: The Great Tournament,PS3,2010.0,Sports,Tradewest,0.0,0.02,0.0,0.01,,,,,49Games,E,0.030298269297399746
7959,Jeopardy!,PS2,2003.0,Misc,Atari,0.24,0.18,0.0,0.06,,,,,,,0.4802540430437793
7962,World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,,,,,,,0.15029164852887517
7966,The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,,,,,,,0.14028629473150403
7969,Legendary,X360,2008.0,Shooter,Atari,0.08,0.15,0.0,0.03,47.0,39.0,7.1,87.0,Spark Unlimited,M,0.2602864028840294
7975,Fifi and the Flowertots,DS,2009.0,Misc,Avanquest,0.0,0.09,0.0,0.01,,,,,,,0.10030160321744011
7977,Riviera: The Promised Land,PSP,2006.0,Role-Playing,505 Games,0.07,0.0,0.02,0.01,68.0,11.0,7.7,17.0,Sting,T,0.10028452271495805
7980,Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,71.0,20.0,7.8,8.0,Core Design Ltd.,T,0.08029204387730615
7983,Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,Electronic Arts,0.4,0.16,0.0,0.05,80.0,50.0,6.1,25.0,Electronic Arts,E,0.6102286110128508
7986,[Prototype 2],PC,2012.0,Action,Activision,0.07,0.03,0.0,0.01,76.0,12.0,6.4,389.0,Radical Entertainment,M,0.11028701760651732
7994,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,,,8,47.0,"Namco Bandai Games, Bandai Namco Games",T,0.5602675588132993
8001,Fuzion Frenzy 2,X360,2007.0,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,49.0,47.0,5.2,31.0,Hudson Soft,E10+,0.16027433709276048
8002,Spider-Man: The Movie,GC,2002.0,Action,Activision,0.86,0.27,0.01,0.04,76.0,14.0,7.3,11.0,Treyarch,E,1.1801585748054808
8012,Test Drive 6,PS,1999.0,Racing,Atari,0.4,0.27,0.0,0.05,,,,,,,0.7202338500300571
8013,NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,80.0,42.0,8.2,30.0,EA Canada,E,0.5002154170756918
8018,Beyblade G-Revolution,GBA,2004.0,Action,Atari,0.15,0.05,0.0,0.0,40.0,5.0,7.8,5.0,Full Fat,E,0.20027689406152482
8024,Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,,,tbd,,Jupiter Multimedia,E,0.07029221947461312
8025,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,0.09,71.0,41.0,7.4,25.0,Traveller's Tales,E10+,1.020189586627326
8034,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,,,,,,,0.13029271459756
8045,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,85.0,19.0,8.9,53.0,Rockstar San Diego,E10+,1.1701017963292235
8047,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,57.0,27.0,7.8,14.0,Studio 33,T,0.13028731828350185
8056,Walt Disney World Quest: Magical Racing Tour,PS,2000.0,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,,,,,,,0.45025887323147573
8060,Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0.03,0.02,0.0,0.01,,,,,,,0.06029324302661093
8063,The Longest Journey,PC,1999.0,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,91.0,26.0,8.9,439.0,Funcom,M,0.010300120318302986
8082,Pro Evolution Soccer 2014,PSP,2013.0,Action,Konami Digital Entertainment,0.0,0.02,0.14,0.0,,,,,Konami,E,0.16029313411180057
8086,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,,,7.5,4.0,Midway,M,0.10028223793645034
8096,Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,66.0,30.0,7,47.0,Milestone S.r.l,E,0.23029055292680428
8097,Super Robot Taisen W,DS,2007.0,Strategy,Banpresto,0.0,0.0,0.3,0.0,,,,,,,0.3002836530137388
8103,LEGO Knights' Kingdom,GBA,2004.0,Action,THQ,0.08,0.03,0.0,0.0,62.0,4.0,tbd,,Razorback Developments,E,0.11028766947811579
8104,NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,69.0,33.0,6.7,7.0,Visual Concepts,E10+,0.1702726616691642
8108,Shrek Super Party,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,33.0,9.0,8,11.0,Mass Media,E,0.13028431863092324
8116,Battle vs. Chess,PS3,,Misc,TopWare Interactive,0.0,0.03,0.0,0.01,,,,,"Targem Games, TopWare Interactive",T,0.040298745571691226
8121,Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,,,,,,,0.11028916930440508
8127,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005.0,Misc,Success,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
8138,Captain America: Super Soldier,X360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,60.0,48.0,6.4,37.0,Next Level Games,T,0.17028126846071523
8141,Stronghold 2 Deluxe,PC,2005.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
8143,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008.0,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,,,,,,,0.3202692433771901
8145,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,85.0,19.0,7.8,78.0,Io Interactive,M,2.9600290067380857
8146,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,83.0,48.0,7.1,418.0,Slightly Mad Studios,E,0.13030303204031454
8148,Mace: The Dark Age,N64,1997.0,Fighting,GT Interactive,0.15,0.04,0.0,0.0,,,,,,,0.19027641778723334
8158,Destiny,X360,2014.0,Shooter,Activision,1.31,0.43,0.0,0.18,,,4.7,504.0,Bungie,T,1.9200587520339287
8160,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,91.0,13.0,8.6,147.0,Core Design Ltd.,T,4.629947013544763
8162,Empire Deluxe,PC,1992.0,Strategy,New World Computing,0.02,0.0,0.0,0.0,,,,,,,0.020296293196818964
8166,W.L.O. Sekai Renai Kikousen,X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
8171,MX vs. ATV Supercross,X360,2014.0,Racing,Nordic Games,0.03,0.02,0.0,0.01,48.0,10.0,4.8,14.0,Nordic Games Publishing,E,0.06029324302661093
8176,Avatar: The Last Airbender,Wii,2006.0,Adventure,THQ,0.23,0.02,0.0,0.02,56.0,15.0,5.8,8.0,AWE Games,E10+,0.2702574072594908
8177,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,47.0,14.0,6,24.0,TOYBOX,E10+,0.4302553832746465
8183,Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,63.0,60.0,6.2,45.0,Day 1 Studios,T,0.3302718713493693
8184,River King: Wonderful Journey,PS2,2005.0,Sports,505 Games,0.01,0.01,0.0,0.0,,,,,,,0.020298444894706717
8186,Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,34.0,6.0,5.3,6.0,Deibus Studios,E,0.7902285771585464
8187,Fox Sports College Hoops '99,N64,1998.0,Sports,Fox Interactive,0.2,0.05,0.0,0.0,,,,,,,0.25026851694354346
8190,Shrek's Carnival Craze Party Games,Wii,2008.0,Misc,Activision,0.28,0.0,0.0,0.02,,,,,,,0.3002480775929265
8192,Motto NUGA-CEL!,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
8193,Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.0,,,5.2,5.0,Torus Games,E,0.010300120318302986
8194,Ridge Racer,PSV,2011.0,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,44.0,39.0,3.7,59.0,"Namco Bandai Games, Cellius",E10+,0.1702906319311615
8195,Dishonored 2,XOne,2016.0,Action,Bethesda Softworks,0.12,0.08,0.0,0.02,88.0,22.0,6.8,156.0,Arkane Studios,M,0.22027869456479865
8197,Commando,NES,1986.0,Action,Capcom,0.71,0.16,0.25,0.03,,,,,,,1.1501680016131952
8203,Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,0.01,53.0,19.0,5.8,17.0,GungHo,E10+,0.22027469913508743
8207,Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004.0,Adventure,Sega,0.02,0.02,0.0,0.01,,,,,,,0.050294918450207206
8212,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,83.0,94.0,7.1,1163.0,"Bungie Software, Bungie",M,6.349491167745356
8217,Freestyle Metal X,PS2,2003.0,Racing,Midway Games,0.04,0.03,0.0,0.01,67.0,25.0,8.3,17.0,Deibus Studios,T,0.08029204387730615
8233,Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
8245,Serious Sam HD: Gold Edition,PC,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
8248,Sonic Chronicles: The Dark Brotherhood,DS,2008.0,Role-Playing,Sega,0.5,0.29,0.01,0.08,74.0,55.0,7.3,81.0,BioWare,E,0.8802105334227508
8256,Test Drive Off-Road Wide Open,XB,2001.0,Racing,Infogrames,0.15,0.03,0.0,0.01,64.0,21.0,8.3,9.0,Rockstar San Diego,E,0.19027361421774713
8261,Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,56.0,31.0,5.6,5.0,Secret Stash Games,M,0.22026148098169665
8268,Contra III: The Alien Wars,SNES,1992.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,,,,,,,0.13029271459756
8269,Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,,,,,Namco Bandai Games,,0.06029969812027419
8272,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,77.0,20.0,7.5,132.0,Falcom,T,0.23028010240342978
8277,Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,,,,,,,0.07029006777672536
8278,Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,92.0,100.0,8.6,6383.0,From Software,M,2.4800633575209035
8283,Ninja Warriors,SNES,1993.0,Action,Titus,0.0,0.0,0.07,0.0,,,,,,,0.07029591280361455
8295,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994.0,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,,,,,,,0.3102831199793964
8305,Yu-Gi-Oh! GX: Tag Force 3,PSP,2008.0,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,,,,,,,0.2202891509535276
8309,LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0.0,0.22,72.0,7.0,7.2,6.0,TT Fusion,E10+,2.2801163243797835
8313,LEGO Harry Potter: Years 5-7,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,64.0,19.0,6.8,21.0,Traveller's Tales,E10+,0.17028426811329384
8340,Disney's Cinderella: Magical Dreams,GBA,,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,69.0,7.0,tbd,,Culture Brain,E,0.14028479490521473
8344,UN Squadron,SNES,1991.0,Shooter,Capcom,0.0,0.0,0.12,0.0,,,,,,,0.12029324763190243
